kind	severity	code	surface	owner	field	full_name	status	note	message
inventory			model	Language	language_id	Language.language_id	present	CharField	
inventory			model	Language	source_django_id	Language.source_django_id	present	PositiveIntegerField	
inventory			model	Language	code	Language.code	present	CharField	
inventory			model	Language	title	Language.title	present	CharField	
inventory			model	Language	description	Language.description	present	TextField	
inventory			model	Language	sort_order	Language.sort_order	present	PositiveIntegerField	
inventory			model	Section	section_id	Section.section_id	present	CharField	
inventory			model	Section	source_django_id	Section.source_django_id	present	PositiveIntegerField	
inventory			model	Section	source_code	Section.source_code	present	CharField	
inventory			model	Section	parent	Section.parent	present	ForeignKey	
inventory			model	Section	title	Section.title	present	CharField	
inventory			model	Section	description	Section.description	present	TextField	
inventory			model	Section	note	Section.note	present	TextField	
inventory			model	Section	sort_order	Section.sort_order	present	PositiveIntegerField	
inventory			model	Tag	tag_id	Tag.tag_id	present	CharField	
inventory			model	Tag	source_django_id	Tag.source_django_id	present	PositiveIntegerField	
inventory			model	Tag	title	Tag.title	present	CharField	
inventory			model	Tag	tag_type	Tag.tag_type	present	CharField	
inventory			model	Tag	parent	Tag.parent	present	ForeignKey	
inventory			model	Tag	description	Tag.description	present	TextField	
inventory			model	Tag	sort_order	Tag.sort_order	present	PositiveIntegerField	
inventory			model	Author	author_id	Author.author_id	present	CharField	
inventory			model	Author	source_django_id	Author.source_django_id	present	PositiveIntegerField	
inventory			model	Author	display_name	Author.display_name	present	CharField	
inventory			model	Author	heading_name	Author.heading_name	present	CharField	
inventory			model	Author	sort_name	Author.sort_name	present	CharField	
inventory			model	Author	aliases	Author.aliases	present	TextField	
inventory			model	Author	person_dates	Author.person_dates	present	CharField	
inventory			model	Author	authority_note	Author.authority_note	present	TextField	
inventory			model	Author	note	Author.note	present	TextField	
inventory			model	Journal	journal_id	Journal.journal_id	present	CharField	
inventory			model	Journal	source_django_id	Journal.source_django_id	present	PositiveIntegerField	
inventory			model	Journal	title	Journal.title	present	CharField	
inventory			model	Journal	parallel_title	Journal.parallel_title	present	CharField	
inventory			model	Journal	title_remainder	Journal.title_remainder	present	TextField	
inventory			model	Journal	responsibility_statement	Journal.responsibility_statement	present	TextField	
inventory			model	Journal	place	Journal.place	present	CharField	
inventory			model	Journal	publisher	Journal.publisher	present	CharField	
inventory			model	Journal	issn	Journal.issn	present	CharField	
inventory			model	Journal	periodicity	Journal.periodicity	present	CharField	
inventory			model	Journal	numbering_start	Journal.numbering_start	present	CharField	
inventory			model	Journal	numbering_end	Journal.numbering_end	present	CharField	
inventory			model	Journal	start_year	Journal.start_year	present	PositiveSmallIntegerField	
inventory			model	Journal	end_year	Journal.end_year	present	PositiveSmallIntegerField	
inventory			model	Journal	title_history_note	Journal.title_history_note	present	TextField	
inventory			model	Journal	description	Journal.description	present	TextField	
inventory			model	JournalIssue	journal_issue_id	JournalIssue.journal_issue_id	present	CharField	
inventory			model	JournalIssue	source_django_id	JournalIssue.source_django_id	present	PositiveIntegerField	
inventory			model	JournalIssue	journal	JournalIssue.journal	present	ForeignKey	
inventory			model	JournalIssue	title	JournalIssue.title	present	TextField	
inventory			model	JournalIssue	parallel_title	JournalIssue.parallel_title	present	CharField	
inventory			model	JournalIssue	title_remainder	JournalIssue.title_remainder	present	TextField	
inventory			model	JournalIssue	responsibility_statement	JournalIssue.responsibility_statement	present	TextField	
inventory			model	JournalIssue	year	JournalIssue.year	present	PositiveSmallIntegerField	
inventory			model	JournalIssue	publication_date	JournalIssue.publication_date	present	CharField	
inventory			model	JournalIssue	issue_number	JournalIssue.issue_number	present	CharField	
inventory			model	JournalIssue	volume	JournalIssue.volume	present	CharField	
inventory			model	JournalIssue	part_number	JournalIssue.part_number	present	CharField	
inventory			model	JournalIssue	gross_number	JournalIssue.gross_number	present	CharField	
inventory			model	JournalIssue	date_text	JournalIssue.date_text	present	CharField	
inventory			model	JournalIssue	chronology	JournalIssue.chronology	present	CharField	
inventory			model	JournalIssue	enumeration	JournalIssue.enumeration	present	CharField	
inventory			model	JournalIssue	publication_place	JournalIssue.publication_place	present	CharField	
inventory			model	JournalIssue	publisher	JournalIssue.publisher	present	CharField	
inventory			model	JournalIssue	publication_details	JournalIssue.publication_details	present	TextField	
inventory			model	JournalIssue	issn	JournalIssue.issn	present	CharField	
inventory			model	JournalIssue	isbn	JournalIssue.isbn	present	CharField	
inventory			model	JournalIssue	notes	JournalIssue.notes	present	TextField	
inventory			model	Work	work_id	Work.work_id	present	CharField	
inventory			model	Work	source_django_id	Work.source_django_id	present	PositiveIntegerField	
inventory			model	Work	source_sequence	Work.source_sequence	present	PositiveIntegerField	
inventory			model	Work	source_number	Work.source_number	present	PositiveIntegerField	
inventory			model	Work	source_page_marker	Work.source_page_marker	present	CharField	
inventory			model	Work	source_section	Work.source_section	present	ForeignKey	
inventory			model	Work	language	Work.language	present	ForeignKey	
inventory			model	Work	work_type	Work.work_type	present	CharField	
inventory			model	Work	is_container	Work.is_container	present	BooleanField	
inventory			model	Work	raw_author_string	Work.raw_author_string	present	TextField	
inventory			model	Work	title	Work.title	present	TextField	
inventory			model	Work	parallel_title	Work.parallel_title	present	CharField	
inventory			model	Work	subtitle	Work.subtitle	present	TextField	
inventory			model	Work	title_remainder	Work.title_remainder	present	TextField	
inventory			model	Work	volume_number	Work.volume_number	present	CharField	
inventory			model	Work	part_number	Work.part_number	present	CharField	
inventory			model	Work	part_title	Work.part_title	present	TextField	
inventory			model	Work	responsibility_note	Work.responsibility_note	present	TextField	
inventory			model	Work	responsibility_statement	Work.responsibility_statement	present	TextField	
inventory			model	Work	host_title	Work.host_title	present	TextField	
inventory			model	Work	edition_statement	Work.edition_statement	present	CharField	
inventory			model	Work	additional_edition_statement	Work.additional_edition_statement	present	CharField	
inventory			model	Work	publication_place	Work.publication_place	present	CharField	
inventory			model	Work	publisher	Work.publisher	present	CharField	
inventory			model	Work	publication_date	Work.publication_date	present	CharField	
inventory			model	Work	manufacture_place	Work.manufacture_place	present	CharField	
inventory			model	Work	manufacturer	Work.manufacturer	present	CharField	
inventory			model	Work	manufacture_date	Work.manufacture_date	present	CharField	
inventory			model	Work	copyright_date	Work.copyright_date	present	CharField	
inventory			model	Work	physical_description	Work.physical_description	present	TextField	
inventory			model	Work	extent	Work.extent	present	CharField	
inventory			model	Work	illustrations	Work.illustrations	present	CharField	
inventory			model	Work	dimensions	Work.dimensions	present	CharField	
inventory			model	Work	accompanying_material	Work.accompanying_material	present	CharField	
inventory			model	Work	circulation	Work.circulation	present	CharField	
inventory			model	Work	article_pages	Work.article_pages	present	CharField	
inventory			model	Work	page_start	Work.page_start	present	PositiveIntegerField	
inventory			model	Work	page_end	Work.page_end	present	PositiveIntegerField	
inventory			model	Work	publication_details	Work.publication_details	present	TextField	
inventory			model	Work	series_statement	Work.series_statement	present	TextField	
inventory			model	Work	notes	Work.notes	present	TextField	
inventory			model	Work	bibliography_note	Work.bibliography_note	present	TextField	
inventory			model	Work	index_note	Work.index_note	present	TextField	
inventory			model	Work	contents_note	Work.contents_note	present	TextField	
inventory			model	Work	isbn	Work.isbn	present	CharField	
inventory			model	Work	issn	Work.issn	present	CharField	
inventory			model	Work	doi	Work.doi	present	CharField	
inventory			model	Work	url	Work.url	present	URLField	
inventory			model	Work	access_date	Work.access_date	present	DateField	
inventory			model	Work	content_type	Work.content_type	present	CharField	
inventory			model	Work	media_type	Work.media_type	present	CharField	
inventory			model	Work	carrier_type	Work.carrier_type	present	CharField	
inventory			model	Work	description_status	Work.description_status	present	CharField	
inventory			model	Work	public_review	Work.public_review	present	TextField	
inventory			model	Work	inferred_year	Work.inferred_year	present	PositiveSmallIntegerField	
inventory			model	Work	authors	Work.authors	present	ManyToManyField	
inventory			model	Work	tags	Work.tags	present	ManyToManyField	
inventory			model	Book	book_id	Book.book_id	present	CharField	
inventory			model	Book	source_django_id	Book.source_django_id	present	PositiveIntegerField	
inventory			model	Book	work	Book.work	present	OneToOneField	
inventory			model	Book	edition	Book.edition	present	CharField	
inventory			model	Book	page_count	Book.page_count	present	CharField	
inventory			model	Book	isbn	Book.isbn	present	CharField	
inventory			model	Collection	collection_id	Collection.collection_id	present	CharField	
inventory			model	Collection	source_django_id	Collection.source_django_id	present	PositiveIntegerField	
inventory			model	Collection	parent_work	Collection.parent_work	present	OneToOneField	
inventory			model	Collection	title	Collection.title	present	CharField	
inventory			model	Collection	publication_details	Collection.publication_details	present	TextField	
inventory			model	Collection	year	Collection.year	present	PositiveSmallIntegerField	
inventory			model	Collection	place	Collection.place	present	CharField	
inventory			model	Collection	publisher	Collection.publisher	present	CharField	
inventory			model	Collection	source_text	Collection.source_text	present	TextField	
inventory			model	Article	article_id	Article.article_id	present	CharField	
inventory			model	Article	source_django_id	Article.source_django_id	present	PositiveIntegerField	
inventory			model	Article	work	Article.work	present	OneToOneField	
inventory			model	Article	container_work	Article.container_work	present	ForeignKey	
inventory			model	Article	collection	Article.collection	present	ForeignKey	
inventory			model	Article	journal_issue	Article.journal_issue	present	ForeignKey	
inventory			model	Article	pages	Article.pages	present	CharField	
inventory			model	Article	pages_raw	Article.pages_raw	present	CharField	
inventory			model	Article	page_start	Article.page_start	present	PositiveIntegerField	
inventory			model	Article	page_end	Article.page_end	present	PositiveIntegerField	
inventory			model	Article	location_note	Article.location_note	present	CharField	
inventory			model	Article	placement_note	Article.placement_note	present	TextField	
inventory			model	WorkGroup	group_id	WorkGroup.group_id	present	CharField	
inventory			model	WorkGroup	source_django_id	WorkGroup.source_django_id	present	PositiveIntegerField	
inventory			model	WorkGroup	title	WorkGroup.title	present	CharField	
inventory			model	WorkGroup	group_type	WorkGroup.group_type	present	CharField	
inventory			model	WorkGroup	note	WorkGroup.note	present	TextField	
inventory			model	WorkGroupItem	id	WorkGroupItem.id	present	BigAutoField	
inventory			model	WorkGroupItem	group	WorkGroupItem.group	present	ForeignKey	
inventory			model	WorkGroupItem	work	WorkGroupItem.work	present	ForeignKey	
inventory			model	WorkGroupItem	sort_order	WorkGroupItem.sort_order	present	PositiveIntegerField	
inventory			model	WorkAuthor	id	WorkAuthor.id	present	BigAutoField	
inventory			model	WorkAuthor	work	WorkAuthor.work	present	ForeignKey	
inventory			model	WorkAuthor	author	WorkAuthor.author	present	ForeignKey	
inventory			model	WorkAuthor	sort_order	WorkAuthor.sort_order	present	PositiveIntegerField	
inventory			model	WorkAuthor	role	WorkAuthor.role	present	CharField	
inventory			model	WorkAuthor	source_text	WorkAuthor.source_text	present	CharField	
inventory			model	WorkAuthor	name_as_printed	WorkAuthor.name_as_printed	present	CharField	
inventory			model	WorkAuthor	include_in_responsibility	WorkAuthor.include_in_responsibility	present	BooleanField	
inventory			model	WorkAuthor	is_primary_heading	WorkAuthor.is_primary_heading	present	BooleanField	
inventory			model	WorkTag	id	WorkTag.id	present	BigAutoField	
inventory			model	WorkTag	work	WorkTag.work	present	ForeignKey	
inventory			model	WorkTag	tag	WorkTag.tag	present	ForeignKey	
inventory			model	WorkTag	sort_order	WorkTag.sort_order	present	PositiveIntegerField	
inventory			model	WorkTag	source_text	WorkTag.source_text	present	CharField	
inventory			model	Source	source_id	Source.source_id	present	CharField	
inventory			model	Source	source_django_id	Source.source_django_id	present	PositiveIntegerField	
inventory			model	Source	legacy_work	Source.legacy_work	present	OneToOneField	
inventory			model	Source	source_sequence	Source.source_sequence	present	PositiveIntegerField	
inventory			model	Source	source_number	Source.source_number	present	PositiveIntegerField	
inventory			model	Source	source_page_marker	Source.source_page_marker	present	CharField	
inventory			model	Source	source_type	Source.source_type	present	CharField	
inventory			model	Source	section	Source.section	present	ForeignKey	
inventory			model	Source	language	Source.language	present	ForeignKey	
inventory			model	Source	raw_author_string	Source.raw_author_string	present	TextField	
inventory			model	Source	title	Source.title	present	TextField	
inventory			model	Source	parallel_title	Source.parallel_title	present	CharField	
inventory			model	Source	subtitle	Source.subtitle	present	TextField	
inventory			model	Source	title_remainder	Source.title_remainder	present	TextField	
inventory			model	Source	volume_number	Source.volume_number	present	CharField	
inventory			model	Source	part_number	Source.part_number	present	CharField	
inventory			model	Source	part_title	Source.part_title	present	TextField	
inventory			model	Source	responsibility_statement	Source.responsibility_statement	present	TextField	
inventory			model	Source	edition_statement	Source.edition_statement	present	CharField	
inventory			model	Source	additional_edition_statement	Source.additional_edition_statement	present	CharField	
inventory			model	Source	publication_place	Source.publication_place	present	CharField	
inventory			model	Source	publisher	Source.publisher	present	CharField	
inventory			model	Source	publication_date	Source.publication_date	present	CharField	
inventory			model	Source	inferred_year	Source.inferred_year	present	PositiveSmallIntegerField	
inventory			model	Source	manufacture_place	Source.manufacture_place	present	CharField	
inventory			model	Source	manufacturer	Source.manufacturer	present	CharField	
inventory			model	Source	manufacture_date	Source.manufacture_date	present	CharField	
inventory			model	Source	copyright_date	Source.copyright_date	present	CharField	
inventory			model	Source	extent	Source.extent	present	CharField	
inventory			model	Source	illustrations	Source.illustrations	present	CharField	
inventory			model	Source	dimensions	Source.dimensions	present	CharField	
inventory			model	Source	accompanying_material	Source.accompanying_material	present	CharField	
inventory			model	Source	circulation	Source.circulation	present	CharField	
inventory			model	Source	series_statement	Source.series_statement	present	TextField	
inventory			model	Source	notes	Source.notes	present	TextField	
inventory			model	Source	bibliography_note	Source.bibliography_note	present	TextField	
inventory			model	Source	index_note	Source.index_note	present	TextField	
inventory			model	Source	contents_note	Source.contents_note	present	TextField	
inventory			model	Source	isbn	Source.isbn	present	CharField	
inventory			model	Source	issn	Source.issn	present	CharField	
inventory			model	Source	doi	Source.doi	present	CharField	
inventory			model	Source	url	Source.url	present	URLField	
inventory			model	Source	access_date	Source.access_date	present	DateField	
inventory			model	Source	content_type	Source.content_type	present	CharField	
inventory			model	Source	media_type	Source.media_type	present	CharField	
inventory			model	Source	carrier_type	Source.carrier_type	present	CharField	
inventory			model	Source	raw_publication_details	Source.raw_publication_details	present	TextField	
inventory			model	Source	raw_host_title	Source.raw_host_title	present	TextField	
inventory			model	Source	public_review	Source.public_review	present	TextField	
inventory			model	Source	data_source	Source.data_source	present	CharField	
inventory			model	Source	first_seen_at	Source.first_seen_at	present	DateTimeField	
inventory			model	Source	updated_at	Source.updated_at	present	DateTimeField	
inventory			model	Source	description_status	Source.description_status	present	CharField	
inventory			model	SourceAuthor	id	SourceAuthor.id	present	BigAutoField	
inventory			model	SourceAuthor	source	SourceAuthor.source	present	ForeignKey	
inventory			model	SourceAuthor	author	SourceAuthor.author	present	ForeignKey	
inventory			model	SourceAuthor	sort_order	SourceAuthor.sort_order	present	PositiveIntegerField	
inventory			model	SourceAuthor	role	SourceAuthor.role	present	CharField	
inventory			model	SourceAuthor	source_text	SourceAuthor.source_text	present	CharField	
inventory			model	SourceAuthor	name_as_printed	SourceAuthor.name_as_printed	present	CharField	
inventory			model	SourceAuthor	include_in_responsibility	SourceAuthor.include_in_responsibility	present	BooleanField	
inventory			model	SourceAuthor	is_primary_heading	SourceAuthor.is_primary_heading	present	BooleanField	
inventory			model	SourceAuthor	created_at	SourceAuthor.created_at	present	DateTimeField	
inventory			model	SourceAuthor	updated_at	SourceAuthor.updated_at	present	DateTimeField	
inventory			model	SourceTag	id	SourceTag.id	present	BigAutoField	
inventory			model	SourceTag	source	SourceTag.source	present	ForeignKey	
inventory			model	SourceTag	tag	SourceTag.tag	present	ForeignKey	
inventory			model	SourceTag	sort_order	SourceTag.sort_order	present	PositiveIntegerField	
inventory			model	SourceTag	source_text	SourceTag.source_text	present	CharField	
inventory			model	SourceTag	created_at	SourceTag.created_at	present	DateTimeField	
inventory			model	SourceTag	updated_at	SourceTag.updated_at	present	DateTimeField	
inventory			model	Periodical	periodical_id	Periodical.periodical_id	present	CharField	
inventory			model	Periodical	source_django_id	Periodical.source_django_id	present	PositiveIntegerField	
inventory			model	Periodical	legacy_journal	Periodical.legacy_journal	present	OneToOneField	
inventory			model	Periodical	title	Periodical.title	present	CharField	
inventory			model	Periodical	parallel_title	Periodical.parallel_title	present	CharField	
inventory			model	Periodical	title_remainder	Periodical.title_remainder	present	TextField	
inventory			model	Periodical	responsibility_statement	Periodical.responsibility_statement	present	TextField	
inventory			model	Periodical	place	Periodical.place	present	CharField	
inventory			model	Periodical	publisher	Periodical.publisher	present	CharField	
inventory			model	Periodical	issn	Periodical.issn	present	CharField	
inventory			model	Periodical	periodicity	Periodical.periodicity	present	CharField	
inventory			model	Periodical	numbering_start	Periodical.numbering_start	present	CharField	
inventory			model	Periodical	numbering_end	Periodical.numbering_end	present	CharField	
inventory			model	Periodical	start_year	Periodical.start_year	present	PositiveSmallIntegerField	
inventory			model	Periodical	end_year	Periodical.end_year	present	PositiveSmallIntegerField	
inventory			model	Periodical	title_history_note	Periodical.title_history_note	present	TextField	
inventory			model	Periodical	description	Periodical.description	present	TextField	
inventory			model	Issue	issue_id	Issue.issue_id	present	CharField	
inventory			model	Issue	source_django_id	Issue.source_django_id	present	PositiveIntegerField	
inventory			model	Issue	legacy_journal_issue	Issue.legacy_journal_issue	present	OneToOneField	
inventory			model	Issue	legacy_container_work	Issue.legacy_container_work	present	OneToOneField	
inventory			model	Issue	issue_type	Issue.issue_type	present	CharField	
inventory			model	Issue	periodical	Issue.periodical	present	ForeignKey	
inventory			model	Issue	source	Issue.source	present	ForeignKey	
inventory			model	Issue	title	Issue.title	present	TextField	
inventory			model	Issue	parallel_title	Issue.parallel_title	present	CharField	
inventory			model	Issue	title_remainder	Issue.title_remainder	present	TextField	
inventory			model	Issue	responsibility_statement	Issue.responsibility_statement	present	TextField	
inventory			model	Issue	year	Issue.year	present	PositiveSmallIntegerField	
inventory			model	Issue	publication_date	Issue.publication_date	present	CharField	
inventory			model	Issue	issue_number	Issue.issue_number	present	CharField	
inventory			model	Issue	volume	Issue.volume	present	CharField	
inventory			model	Issue	part_number	Issue.part_number	present	CharField	
inventory			model	Issue	gross_number	Issue.gross_number	present	CharField	
inventory			model	Issue	chronology	Issue.chronology	present	CharField	
inventory			model	Issue	enumeration	Issue.enumeration	present	CharField	
inventory			model	Issue	publication_place	Issue.publication_place	present	CharField	
inventory			model	Issue	publisher	Issue.publisher	present	CharField	
inventory			model	Issue	publication_details	Issue.publication_details	present	TextField	
inventory			model	Issue	issn	Issue.issn	present	CharField	
inventory			model	Issue	isbn	Issue.isbn	present	CharField	
inventory			model	Issue	notes	Issue.notes	present	TextField	
inventory			model	ArticlePlacement	placement_id	ArticlePlacement.placement_id	present	CharField	
inventory			model	ArticlePlacement	source_django_id	ArticlePlacement.source_django_id	present	PositiveIntegerField	
inventory			model	ArticlePlacement	legacy_article	ArticlePlacement.legacy_article	present	OneToOneField	
inventory			model	ArticlePlacement	source	ArticlePlacement.source	present	OneToOneField	
inventory			model	ArticlePlacement	issue	ArticlePlacement.issue	present	ForeignKey	
inventory			model	ArticlePlacement	pages_raw	ArticlePlacement.pages_raw	present	CharField	
inventory			model	ArticlePlacement	page_start	ArticlePlacement.page_start	present	PositiveIntegerField	
inventory			model	ArticlePlacement	page_end	ArticlePlacement.page_end	present	PositiveIntegerField	
inventory			model	ArticlePlacement	location_note	ArticlePlacement.location_note	present	CharField	
inventory			model	ArticlePlacement	placement_note	ArticlePlacement.placement_note	present	TextField	
inventory			model	ArticlePlacement	created_at	ArticlePlacement.created_at	present	DateTimeField	
inventory			model	ArticlePlacement	updated_at	ArticlePlacement.updated_at	present	DateTimeField	
inventory			model	SourceGroup	group_id	SourceGroup.group_id	present	CharField	
inventory			model	SourceGroup	source_django_id	SourceGroup.source_django_id	present	PositiveIntegerField	
inventory			model	SourceGroup	legacy_work_group	SourceGroup.legacy_work_group	present	OneToOneField	
inventory			model	SourceGroup	title	SourceGroup.title	present	CharField	
inventory			model	SourceGroup	group_type	SourceGroup.group_type	present	CharField	
inventory			model	SourceGroup	note	SourceGroup.note	present	TextField	
inventory			model	SourceGroupItem	id	SourceGroupItem.id	present	BigAutoField	
inventory			model	SourceGroupItem	group	SourceGroupItem.group	present	ForeignKey	
inventory			model	SourceGroupItem	source	SourceGroupItem.source	present	ForeignKey	
inventory			model	SourceGroupItem	sort_order	SourceGroupItem.sort_order	present	PositiveIntegerField	
inventory			model	SourceGroupItem	created_at	SourceGroupItem.created_at	present	DateTimeField	
inventory			model	SourceGroupItem	updated_at	SourceGroupItem.updated_at	present	DateTimeField	
inventory			google_sheet	Languages	language_id	Languages.language_id	present		
inventory			google_sheet	Languages	code	Languages.code	present		
inventory			google_sheet	Languages	title	Languages.title	present		
inventory			google_sheet	Languages	description	Languages.description	present		
inventory			google_sheet	Languages	sort_order	Languages.sort_order	present		
inventory			google_sheet	Sections	section_id	Sections.section_id	present		
inventory			google_sheet	Sections	source_code	Sections.source_code	present		
