kind	severity	code	surface	owner	field	full_name	status	note	message
inventory			artifact_sqlite	authors	heading_name	authors.heading_name	present	TEXT	
inventory			artifact_sqlite	authors	sort_name	authors.sort_name	present	TEXT	
inventory			artifact_sqlite	authors	aliases	authors.aliases	present	TEXT	
inventory			artifact_sqlite	authors	person_dates	authors.person_dates	present	TEXT	
inventory			artifact_sqlite	authors	authority_note	authors.authority_note	present	TEXT	
inventory			artifact_sqlite	authors	note	authors.note	present	TEXT	
inventory			artifact_sqlite	export_metadata	key	export_metadata.key	present	TEXT	
inventory			artifact_sqlite	export_metadata	value	export_metadata.value	present	TEXT	
inventory			artifact_sqlite	issues	issue_id	issues.issue_id	present	TEXT	
inventory			artifact_sqlite	issues	source_django_id	issues.source_django_id	present	INTEGER	
inventory			artifact_sqlite	issues	legacy_journal_issue_id	issues.legacy_journal_issue_id	present	TEXT	
inventory			artifact_sqlite	issues	legacy_container_work_id	issues.legacy_container_work_id	present	TEXT	
inventory			artifact_sqlite	issues	issue_type	issues.issue_type	present	TEXT	
inventory			artifact_sqlite	issues	periodical_id	issues.periodical_id	present	TEXT	
inventory			artifact_sqlite	issues	source_id	issues.source_id	present	TEXT	
inventory			artifact_sqlite	issues	title	issues.title	present	TEXT	
inventory			artifact_sqlite	issues	parallel_title	issues.parallel_title	present	TEXT	
inventory			artifact_sqlite	issues	title_remainder	issues.title_remainder	present	TEXT	
inventory			artifact_sqlite	issues	responsibility_statement	issues.responsibility_statement	present	TEXT	
inventory			artifact_sqlite	issues	year	issues.year	present	INTEGER	
inventory			artifact_sqlite	issues	publication_date	issues.publication_date	present	TEXT	
inventory			artifact_sqlite	issues	issue_number	issues.issue_number	present	TEXT	
inventory			artifact_sqlite	issues	volume	issues.volume	present	TEXT	
inventory			artifact_sqlite	issues	part_number	issues.part_number	present	TEXT	
inventory			artifact_sqlite	issues	gross_number	issues.gross_number	present	TEXT	
inventory			artifact_sqlite	issues	chronology	issues.chronology	present	TEXT	
inventory			artifact_sqlite	issues	enumeration	issues.enumeration	present	TEXT	
inventory			artifact_sqlite	issues	publication_place	issues.publication_place	present	TEXT	
inventory			artifact_sqlite	issues	publisher	issues.publisher	present	TEXT	
inventory			artifact_sqlite	issues	raw_publication_details	issues.raw_publication_details	present	TEXT	
inventory			artifact_sqlite	issues	issn	issues.issn	present	TEXT	
inventory			artifact_sqlite	issues	isbn	issues.isbn	present	TEXT	
inventory			artifact_sqlite	issues	notes	issues.notes	present	TEXT	
inventory			artifact_sqlite	languages	language_id	languages.language_id	present	TEXT	
inventory			artifact_sqlite	languages	source_django_id	languages.source_django_id	present	INTEGER	
inventory			artifact_sqlite	languages	code	languages.code	present	TEXT	
inventory			artifact_sqlite	languages	title	languages.title	present	TEXT	
inventory			artifact_sqlite	languages	description	languages.description	present	TEXT	
inventory			artifact_sqlite	languages	sort_order	languages.sort_order	present	INTEGER	
inventory			artifact_sqlite	periodicals	periodical_id	periodicals.periodical_id	present	TEXT	
inventory			artifact_sqlite	periodicals	source_django_id	periodicals.source_django_id	present	INTEGER	
inventory			artifact_sqlite	periodicals	legacy_journal_id	periodicals.legacy_journal_id	present	TEXT	
inventory			artifact_sqlite	periodicals	title	periodicals.title	present	TEXT	
inventory			artifact_sqlite	periodicals	parallel_title	periodicals.parallel_title	present	TEXT	
inventory			artifact_sqlite	periodicals	title_remainder	periodicals.title_remainder	present	TEXT	
inventory			artifact_sqlite	periodicals	responsibility_statement	periodicals.responsibility_statement	present	TEXT	
inventory			artifact_sqlite	periodicals	place	periodicals.place	present	TEXT	
inventory			artifact_sqlite	periodicals	publisher	periodicals.publisher	present	TEXT	
inventory			artifact_sqlite	periodicals	issn	periodicals.issn	present	TEXT	
inventory			artifact_sqlite	periodicals	periodicity	periodicals.periodicity	present	TEXT	
inventory			artifact_sqlite	periodicals	numbering_start	periodicals.numbering_start	present	TEXT	
inventory			artifact_sqlite	periodicals	numbering_end	periodicals.numbering_end	present	TEXT	
inventory			artifact_sqlite	periodicals	start_year	periodicals.start_year	present	INTEGER	
inventory			artifact_sqlite	periodicals	end_year	periodicals.end_year	present	INTEGER	
inventory			artifact_sqlite	periodicals	title_history_note	periodicals.title_history_note	present	TEXT	
inventory			artifact_sqlite	periodicals	description	periodicals.description	present	TEXT	
inventory			artifact_sqlite	sections	section_id	sections.section_id	present	TEXT	
inventory			artifact_sqlite	sections	source_django_id	sections.source_django_id	present	INTEGER	
inventory			artifact_sqlite	sections	source_code	sections.source_code	present	TEXT	
inventory			artifact_sqlite	sections	parent_id	sections.parent_id	present	TEXT	
inventory			artifact_sqlite	sections	title	sections.title	present	TEXT	
inventory			artifact_sqlite	sections	description	sections.description	present	TEXT	
inventory			artifact_sqlite	sections	note	sections.note	present	TEXT	
inventory			artifact_sqlite	sections	sort_order	sections.sort_order	present	INTEGER	
inventory			artifact_sqlite	source_authors	id	source_authors.id	present	INTEGER	
inventory			artifact_sqlite	source_authors	source_id	source_authors.source_id	present	TEXT	
inventory			artifact_sqlite	source_authors	author_id	source_authors.author_id	present	TEXT	
inventory			artifact_sqlite	source_authors	sort_order	source_authors.sort_order	present	INTEGER	
inventory			artifact_sqlite	source_authors	role	source_authors.role	present	TEXT	
inventory			artifact_sqlite	source_authors	source_text	source_authors.source_text	present	TEXT	
inventory			artifact_sqlite	source_authors	name_as_printed	source_authors.name_as_printed	present	TEXT	
inventory			artifact_sqlite	source_authors	include_in_responsibility	source_authors.include_in_responsibility	present	INTEGER	
inventory			artifact_sqlite	source_authors	is_primary_heading	source_authors.is_primary_heading	present	INTEGER	
inventory			artifact_sqlite	source_authors	created_at	source_authors.created_at	present	TEXT	
inventory			artifact_sqlite	source_authors	updated_at	source_authors.updated_at	present	TEXT	
inventory			artifact_sqlite	source_group_items	id	source_group_items.id	present	INTEGER	
inventory			artifact_sqlite	source_group_items	group_id	source_group_items.group_id	present	TEXT	
inventory			artifact_sqlite	source_group_items	source_id	source_group_items.source_id	present	TEXT	
inventory			artifact_sqlite	source_group_items	sort_order	source_group_items.sort_order	present	INTEGER	
inventory			artifact_sqlite	source_group_items	created_at	source_group_items.created_at	present	TEXT	
inventory			artifact_sqlite	source_group_items	updated_at	source_group_items.updated_at	present	TEXT	
inventory			artifact_sqlite	source_groups	group_id	source_groups.group_id	present	TEXT	
inventory			artifact_sqlite	source_groups	source_django_id	source_groups.source_django_id	present	INTEGER	
inventory			artifact_sqlite	source_groups	legacy_work_group_id	source_groups.legacy_work_group_id	present	TEXT	
inventory			artifact_sqlite	source_groups	title	source_groups.title	present	TEXT	
inventory			artifact_sqlite	source_groups	group_type	source_groups.group_type	present	TEXT	
inventory			artifact_sqlite	source_groups	note	source_groups.note	present	TEXT	
inventory			artifact_sqlite	source_tags	id	source_tags.id	present	INTEGER	
inventory			artifact_sqlite	source_tags	source_id	source_tags.source_id	present	TEXT	
inventory			artifact_sqlite	source_tags	tag_id	source_tags.tag_id	present	TEXT	
inventory			artifact_sqlite	source_tags	sort_order	source_tags.sort_order	present	INTEGER	
inventory			artifact_sqlite	source_tags	source_text	source_tags.source_text	present	TEXT	
inventory			artifact_sqlite	source_tags	created_at	source_tags.created_at	present	TEXT	
inventory			artifact_sqlite	source_tags	updated_at	source_tags.updated_at	present	TEXT	
inventory			artifact_sqlite	sources	source_id	sources.source_id	present	TEXT	
inventory			artifact_sqlite	sources	source_django_id	sources.source_django_id	present	INTEGER	
inventory			artifact_sqlite	sources	legacy_work_id	sources.legacy_work_id	present	TEXT	
inventory			artifact_sqlite	sources	source_sequence	sources.source_sequence	present	INTEGER	
inventory			artifact_sqlite	sources	source_number	sources.source_number	present	INTEGER	
inventory			artifact_sqlite	sources	source_page_marker	sources.source_page_marker	present	TEXT	
inventory			artifact_sqlite	sources	source_type	sources.source_type	present	TEXT	
inventory			artifact_sqlite	sources	section_id	sources.section_id	present	TEXT	
inventory			artifact_sqlite	sources	language_id	sources.language_id	present	TEXT	
inventory			artifact_sqlite	sources	raw_author_string	sources.raw_author_string	present	TEXT	
inventory			artifact_sqlite	sources	title	sources.title	present	TEXT	
inventory			artifact_sqlite	sources	parallel_title	sources.parallel_title	present	TEXT	
inventory			artifact_sqlite	sources	subtitle	sources.subtitle	present	TEXT	
inventory			artifact_sqlite	sources	title_remainder	sources.title_remainder	present	TEXT	
inventory			artifact_sqlite	sources	volume_number	sources.volume_number	present	TEXT	
inventory			artifact_sqlite	sources	part_number	sources.part_number	present	TEXT	
inventory			artifact_sqlite	sources	part_title	sources.part_title	present	TEXT	
inventory			artifact_sqlite	sources	responsibility_statement	sources.responsibility_statement	present	TEXT	
inventory			artifact_sqlite	sources	edition_statement	sources.edition_statement	present	TEXT	
inventory			artifact_sqlite	sources	additional_edition_statement	sources.additional_edition_statement	present	TEXT	
inventory			artifact_sqlite	sources	publication_place	sources.publication_place	present	TEXT	
inventory			artifact_sqlite	sources	publisher	sources.publisher	present	TEXT	
inventory			artifact_sqlite	sources	publication_date	sources.publication_date	present	TEXT	
inventory			artifact_sqlite	sources	inferred_year	sources.inferred_year	present	INTEGER	
inventory			artifact_sqlite	sources	manufacture_place	sources.manufacture_place	present	TEXT	
inventory			artifact_sqlite	sources	manufacturer	sources.manufacturer	present	TEXT	
inventory			artifact_sqlite	sources	manufacture_date	sources.manufacture_date	present	TEXT	
inventory			artifact_sqlite	sources	copyright_date	sources.copyright_date	present	TEXT	
inventory			artifact_sqlite	sources	extent	sources.extent	present	TEXT	
inventory			artifact_sqlite	sources	illustrations	sources.illustrations	present	TEXT	
inventory			artifact_sqlite	sources	dimensions	sources.dimensions	present	TEXT	
inventory			artifact_sqlite	sources	accompanying_material	sources.accompanying_material	present	TEXT	
inventory			artifact_sqlite	sources	circulation	sources.circulation	present	TEXT	
inventory			artifact_sqlite	sources	series_statement	sources.series_statement	present	TEXT	
inventory			artifact_sqlite	sources	notes	sources.notes	present	TEXT	
inventory			artifact_sqlite	sources	bibliography_note	sources.bibliography_note	present	TEXT	
inventory			artifact_sqlite	sources	index_note	sources.index_note	present	TEXT	
inventory			artifact_sqlite	sources	contents_note	sources.contents_note	present	TEXT	
inventory			artifact_sqlite	sources	isbn	sources.isbn	present	TEXT	
inventory			artifact_sqlite	sources	issn	sources.issn	present	TEXT	
inventory			artifact_sqlite	sources	doi	sources.doi	present	TEXT	
inventory			artifact_sqlite	sources	url	sources.url	present	TEXT	
inventory			artifact_sqlite	sources	access_date	sources.access_date	present	TEXT	
inventory			artifact_sqlite	sources	content_type	sources.content_type	present	TEXT	
inventory			artifact_sqlite	sources	media_type	sources.media_type	present	TEXT	
inventory			artifact_sqlite	sources	carrier_type	sources.carrier_type	present	TEXT	
inventory			artifact_sqlite	sources	raw_publication_details	sources.raw_publication_details	present	TEXT	
inventory			artifact_sqlite	sources	raw_host_title	sources.raw_host_title	present	TEXT	
inventory			artifact_sqlite	sources	public_review	sources.public_review	present	TEXT	
inventory			artifact_sqlite	sources	data_source	sources.data_source	present	TEXT	
inventory			artifact_sqlite	sources	first_seen_at	sources.first_seen_at	present	TEXT	
inventory			artifact_sqlite	sources	updated_at	sources.updated_at	present	TEXT	
inventory			artifact_sqlite	sources	description_status	sources.description_status	present	TEXT	
inventory			artifact_sqlite	tags	tag_id	tags.tag_id	present	TEXT	
inventory			artifact_sqlite	tags	source_django_id	tags.source_django_id	present	INTEGER	
inventory			artifact_sqlite	tags	title	tags.title	present	TEXT	
inventory			artifact_sqlite	tags	tag_type	tags.tag_type	present	TEXT	
inventory			artifact_sqlite	tags	parent_id	tags.parent_id	present	TEXT	
inventory			artifact_sqlite	tags	description	tags.description	present	TEXT	
inventory			artifact_sqlite	tags	sort_order	tags.sort_order	present	INTEGER	
inventory			field_contract	Source	source_id	source_id	active	Stable canonical bibliographic source ID.	
inventory			field_contract	Source	source_type	source_type	active	Target values are source categories, not parser confidence classes.	
inventory			field_contract	Source	source_sequence	source_sequence	active	Ordering in the historical bibliography.	
inventory			field_contract	Source	source_number	source_number	active	Historical source number.	
inventory			field_contract	Source	source_page_marker	source_page_marker	active	No Google Sheets header yet.	
inventory			field_contract	Source.section	section_id	section_id	active	Foreign key to Section.	
inventory			field_contract	Section	section_code	section_code	active	Human/editor-facing section code; `section_code` is the Works sheet lookup helper.	
inventory			field_contract	Section, Tag	parent_id	parent_id	active	Parent relation ID for hierarchical records.	
inventory			field_contract	Section	parent_source_code	parent_source_code	compatibility	Google Sheets display helper for parent section code.	
inventory			field_contract	Source.language	language_id	language_id	active	Foreign key to Language.	
inventory			field_contract	Language	code	code	active	Language code; `language_code` is the Works sheet lookup helper.	
inventory			field_contract	Language, Tag, Periodical	description	description	active	Context-specific description text.	
inventory			field_contract	ArticlePlacement	container_index	container_index	compatibility	Google Sheets helper for linking a work row to an issue/container row.	
inventory			field_contract	SourceAuthor	linked_authors	linked_authors	compatibility	Google Sheets display helper; canonical relation rows live in `WorkAuthors`/`source_authors`.	
inventory			field_contract	Source	raw_author_string	raw_author_string	active	Raw author string before normalized author links.	
inventory			field_contract	Source	title	title	active	Main title.	
inventory			field_contract	Source	parallel_title	parallel_title	active	Parallel title.	
inventory			field_contract	Source	subtitle	subtitle	active	Subtitle parsed separately from title.	
inventory			field_contract	Source	title_remainder	title_remainder	active	Remaining title/responsibility title area.	
inventory			field_contract	Source	volume_number	volume_number	active	Volume number for source records.	
inventory			field_contract	Source	part_number	part_number	active	Part number.	
inventory			field_contract	Source	part_title	part_title	active	Part title.	
inventory			field_contract	Source	responsibility_statement	responsibility_statement	active	Statement of responsibility.	
inventory			field_contract	Source	edition_statement	edition_statement	active	Edition statement.	
inventory			field_contract	Source	additional_edition_statement	additional_edition_statement	active	Additional edition statement.	
inventory			field_contract	Source	publication_place	publication_place	active	Place of publication.	
inventory			field_contract	Source	publisher	publisher	active	Publisher.	
inventory			field_contract	Source	publication_date	publication_date	active	Publication date as printed.	
inventory			field_contract	Source	inferred_year	inferred_year	active	Normalized/inferred year.	
inventory			field_contract	Source	manufacture_place	manufacture_place	active	No Google Sheets header yet.	
inventory			field_contract	Source	manufacturer	manufacturer	active	No Google Sheets header yet.	
inventory			field_contract	Source	manufacture_date	manufacture_date	active	No Google Sheets header yet.	
inventory			field_contract	Source	copyright_date	copyright_date	active	No Google Sheets header yet.	
inventory			field_contract	Source	extent	extent	active	Extent/volume, not article placement pages.	
inventory			field_contract	Source	physical_description	physical_description	compatibility	Legacy editor/Sheets helper; target uses structured physical fields and `extent`.	
inventory			field_contract	ArticlePlacement	article_pages	article_pages	compatibility	Legacy Work sheet helper; target article pages live in `ArticlePlacements.pages_raw`, `page_start`, `page_end`.	
inventory			field_contract	Source	illustrations	illustrations	active	Illustration statement.	
inventory			field_contract	Source	dimensions	dimensions	active	Dimensions.	
inventory			field_contract	Source	accompanying_material	accompanying_material	active	Accompanying material.	
inventory			field_contract	Source	circulation	circulation	active	Print run/circulation.	
inventory			field_contract	Source	series_statement	series_statement	active	Series statement.	
inventory			field_contract	Source	notes	notes	active	Editorial/public note field.	
inventory			field_contract	Source	bibliography_note	bibliography_note	active	No Google Sheets header yet.	
inventory			field_contract	Source	index_note	index_note	active	No Google Sheets header yet.	
inventory			field_contract	Source	contents_note	contents_note	active	No Google Sheets header yet.	
inventory			field_contract	Source	isbn	isbn	active	ISBN.	
inventory			field_contract	Source	issn	issn	active	ISSN.	
inventory			field_contract	Source	doi	doi	active	DOI.	
inventory			field_contract	Source	url	url	active	URL.	
inventory			field_contract	Source	access_date	access_date	active	Access date.	
inventory			field_contract	Source	content_type	content_type	active	GOST carrier/content metadata.	
inventory			field_contract	Source	media_type	media_type	active	GOST media metadata.	
inventory			field_contract	Source	carrier_type	carrier_type	active	GOST carrier metadata.	
inventory			field_contract	Source, Issue	raw_publication_details	raw_publication_details	active	Canonical raw bibliographic/publication detail field. Legacy Google Sheets alias `publication_details_raw` is import-only.	
inventory			field_contract	Source	raw_host_title	raw_host_title	active	Raw host/container title before normalized placement.	
inventory			field_contract	Source	public_review	public_review	active	Annotation/public review text, including trailing parser `{...}` annotation.	
inventory			field_contract	Source	data_source	data_source	active	Free-text provenance for the source record, for example `Баранов 2021`, `ручное добавление`, `Google Sheets`, `сообщение пользователя`, `проверено по РГБ`.	
inventory			field_contract	Source	first_seen_at	first_seen_at	active	Timestamp when the entity first appeared in the editor database.	
inventory			field_contract	Source, SourceAuthor, SourceTag, ArticlePlacement, SourceGroupItem	updated_at	updated_at	active	Timestamp when the record/relation was last changed.	
inventory			field_contract	Source	description_status	description_status	active	`parsed`, `partial`, `raw_only`, `needs_review`.	
inventory			field_contract	Author, SourceAuthor	author_id	author_id	active	Normalized author ID.	
inventory			field_contract	Author	display_name	display_name	active	Display form.	
inventory			field_contract	Author	heading_name	heading_name	active	Bibliographic heading.	
inventory			field_contract	Author	sort_name	sort_name	active	Sorting form.	
inventory			field_contract	Author	aliases	aliases	active	Alternate names.	
inventory			field_contract	Author	person_dates	person_dates	active	Life dates.	
inventory			field_contract	Author	authority_note	authority_note	active	Authority-control note.	
inventory			field_contract	Author, Section, SourceGroup	note	note	active	Context-specific note.	
inventory			field_contract	SourceAuthor, SourceTag, Section, SourceGroupItem	sort_order	sort_order	active	Ordered relation position.	
inventory			field_contract	SourceAuthor	role	role	active	Author role.	
inventory			field_contract	SourceAuthor, SourceTag	source_text	source_text	active	Raw relation text.	
inventory			field_contract	SourceAuthor, SourceTag, ArticlePlacement, SourceGroupItem	created_at	created_at	active	Timestamp when the relation first appeared in the editor database. Relation-level provenance uses timestamps only unless a future workflow needs relation-specific `data_source`.	
inventory			field_contract	Work, Source	work_title	work_title	compatibility	Google Sheets display helper for relation tabs.	
inventory			field_contract	Author	author_display_name	author_display_name	compatibility	Google Sheets display helper for relation tabs.	
inventory			field_contract	SourceAuthor	name_as_printed	name_as_printed	active	Author name as printed in source.	
inventory			field_contract	SourceAuthor	include_in_responsibility	include_in_responsibility	active	Rendering control.	
inventory			field_contract	SourceAuthor	is_primary_heading	is_primary_heading	active	Primary access-point flag.	
inventory			field_contract	Periodical, Issue	periodical_id	periodical_id	active	Canonical serial identity ID.	
inventory			field_contract	Periodical	periodical_title	periodical_title	compatibility	Google Sheets display helper for issue rows.	
inventory			field_contract	Periodical	place	place	active	Periodical place; source publication place remains `publication_place`.	
inventory			field_contract	Periodical	periodicity	periodicity	active	Serial periodicity.	
inventory			field_contract	Periodical	numbering_start	numbering_start	active	Start of serial numbering.	
inventory			field_contract	Periodical	numbering_end	numbering_end	active	End of serial numbering.	
inventory			field_contract	Periodical	start_year	start_year	active	Start year for serial identity.	
inventory			field_contract	Periodical	end_year	end_year	active	End year for serial identity.	
inventory			field_contract	Periodical	title_history_note	title_history_note	active	Periodical title history note.	
inventory			field_contract	Issue, ArticlePlacement	issue_id	issue_id	active	Canonical issue/container ID.	
inventory			field_contract	Issue	issue_type	issue_type	active	Issue/container kind.	
inventory			field_contract	Issue	year	year	active	Issue/container year. Source year is exported as `inferred_year`.	
inventory			field_contract	Issue	issue_number	issue_number	active	Issue number.	
inventory			field_contract	Issue	volume	volume	active	Issue volume.	
inventory			field_contract	Issue	gross_number	gross_number	active	Gross/continuous issue number.	
inventory			field_contract	Issue	date_text	date_text	active	Issue date text in Google Sheets/editor compatibility layer; artifact currently exports `chronology`/`enumeration` plus `publication_date`.	
inventory			field_contract	Issue	chronology	chronology	active	Chronology text.	
inventory			field_contract	Issue	enumeration	enumeration	active	Enumeration text.	
inventory			field_contract	ArticlePlacement	placement_id	placement_id	active	Article placement row ID in artifact.	
inventory			field_contract	ArticlePlacement	container_id	container_id	compatibility	Google Sheets helper: issue/container target ID before canonical placement export.	
inventory			field_contract	ArticlePlacement	container_type	container_type	compatibility	Google Sheets helper: issue/container target type.	
inventory			field_contract	ArticlePlacement	container_title	container_title	compatibility	Google Sheets display helper for container target.	
inventory			field_contract	ArticlePlacement	pages_raw	pages_raw	active	Raw article page range.	
inventory			field_contract	ArticlePlacement, Source	page_start	page_start	active	Normalized article start page.	
inventory			field_contract	ArticlePlacement, Source	page_end	page_end	active	Normalized article end page.	
inventory			field_contract	ArticlePlacement	location_note	location_note	active	Placement location note.	
inventory			field_contract	ArticlePlacement	placement_note	placement_note	active	Placement note.	
inventory			field_contract	SourceGroup, SourceGroupItem	group_id	group_id	active	Related-source group ID.	
inventory			field_contract	SourceGroup	group_title	group_title	compatibility	Google Sheets display helper for group item rows.	
inventory			field_contract	SourceGroup	group_type	group_type	active	Group type.	
inventory			field_contract	Tag, SourceTag	tag_id	tag_id	active	Normalized tag ID.	
inventory			field_contract	Tag, SourceTag	tag_title	tag_title	compatibility	Google Sheets display helper for tag relation rows.	
inventory			field_contract	Tag	tag_type	tag_type	active	Tag category.	
inventory			field_contract	Tag	parent_title	parent_title	compatibility	Google Sheets display helper for parent tag title.	
inventory			field_contract	Source, Periodical, Issue, ArticlePlacement, SourceGroup	legacy_*	legacy_*	compatibility	Compatibility references only; not canonical public identifiers.	
